state,county,year,days_with_aqi,max_aqi,90th_percentile_aqi,median_aqi,pct_good_days,pct_moderate_days,pct_unhealthy_for_sensitive_groups_days,pct_unhealthy_days,pct_very_unhealthy_days,pct_hazardous_days,pct_days_co,pct_days_no2,pct_days_ozone,pct_days_pm2.5,pct_days_pm10,pct_bad_days
California,El Dorado,2000,366,208,136,50,0.5027322404371585,0.2923497267759563,0.12021857923497267,0.07923497267759563,0.00546448087431694,0.0,0.0,0.060109289617486336,0.9016393442622951,0.03825136612021858,0.0,0.4972677595628415
California,Fresno,2000,366,227,183,112,0.1366120218579235,0.33060109289617484,0.24316939890710382,0.24043715846994534,0.04918032786885246,0.0,0.00546448087431694,0.06557377049180328,0.6284153005464481,0.2978142076502732,0.00273224043715847,0.8633879781420765
California,Glenn,2000,366,126,67,40,0.7759562841530054,0.20765027322404372,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.8961748633879781,0.0,0.10382513661202186,0.22404371584699453
California,Humboldt,2000,77,76,60,28,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7402597402597403,0.2597402597402597,0.18181818181818182
California,Imperial,2000,366,208,115,59,0.3879781420765027,0.4672131147540984,0.11202185792349727,0.0273224043715847,0.00546448087431694,0.0,0.08743169398907104,0.226775956284153,0.4808743169398907,0.10655737704918032,0.09836065573770492,0.6120218579234973
California,Kern,2000,366,213,179,111,0.14207650273224043,0.3005464480874317,0.25956284153005466,0.273224043715847,0.02459016393442623,0.0,0.00273224043715847,0.04371584699453552,0.6229508196721312,0.3224043715846995,0.00819672131147541,0.8579234972677595
California,Kings,2000,364,205,159,70,0.39285714285714285,0.27197802197802196,0.21153846153846154,0.11813186813186813,0.005494505494505495,0.0,0.0,0.1620879120879121,0.6978021978021978,0.0989010989010989,0.04120879120879121,0.6071428571428571
California,Lake,2000,366,108,44,34,0.9562841530054644,0.040983606557377046,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.9890710382513661,0.01092896174863388,0.0,0.04371584699453552
California,Lassen,2000,33,63,54,28,0.7878787878787878,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21212121212121213
California,Los Angeles,2000,366,243,159,99,0.07377049180327869,0.44808743169398907,0.3114754098360656,0.13934426229508196,0.0273224043715847,0.0,0.01912568306010929,0.26229508196721313,0.34972677595628415,0.3633879781420765,0.00546448087431694,0.9262295081967213
California,Madera,2000,362,177,108,45,0.5994475138121547,0.27071823204419887,0.11049723756906077,0.019337016574585635,0.0,0.0,0.0,0.19889502762430938,0.8011049723756906,0.0,0.0,0.4005524861878453
California,Marin,2000,366,61,39,28,0.9808743169398907,0.01912568306010929,0.0,0.0,0.0,0.0,0.01639344262295082,0.5409836065573771,0.3442622950819672,0.08196721311475409,0.01639344262295082,0.01912568306010929
California,Mariposa,2000,362,187,126,48,0.5497237569060773,0.2569060773480663,0.16022099447513813,0.03314917127071823,0.0,0.0,0.0,0.0,0.988950276243094,0.0027624309392265192,0.008287292817679558,0.45027624309392267
California,Mendocino,2000,366,72,39,30,0.9726775956284153,0.0273224043715847,0.0,0.0,0.0,0.0,0.0273224043715847,0.20765027322404372,0.6830601092896175,0.0546448087431694,0.0273224043715847,0.0273224043715847
California,Merced,2000,363,207,151,58,0.4325068870523416,0.2727272727272727,0.18732782369146006,0.09917355371900827,0.008264462809917356,0.0,0.0,0.04132231404958678,0.8484848484848485,0.09917355371900827,0.011019283746556474,0.5674931129476584
California,Modoc,2000,74,107,59,25,0.8378378378378378,0.13513513513513514,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.6216216216216216,0.3783783783783784,0.16216216216216217
California,Monterey,2000,366,129,47,36,0.9262295081967213,0.06557377049180328,0.00819672131147541,0.0,0.0,0.0,0.0,0.04644808743169399,0.8907103825136612,0.040983606557377046,0.02185792349726776,0.07377049180327869
California,Napa,2000,366,77,41,31,0.9754098360655737,0.02459016393442623,0.0,0.0,0.0,0.0,0.02459016393442623,0.30601092896174864,0.6557377049180327,0.0,0.01366120218579235,0.02459016393442623
California,Nevada,2000,366,208,136,57,0.4426229508196721,0.31693989071038253,0.1721311475409836,0.060109289617486336,0.00819672131147541,0.0,0.0,0.0,0.8934426229508197,0.08469945355191257,0.02185792349726776,0.5573770491803278
California,Orange,2000,366,205,127,62,0.3005464480874317,0.546448087431694,0.09836065573770492,0.05191256830601093,0.00273224043715847,0.0,0.00546448087431694,0.20218579234972678,0.2650273224043716,0.5218579234972678,0.00546448087431694,0.6994535519125683
California,Placer,2000,366,202,126,46,0.592896174863388,0.24316939890710382,0.11202185792349727,0.04918032786885246,0.00273224043715847,0.0,0.0,0.3087431693989071,0.639344262295082,0.04371584699453552,0.00819672131147541,0.40710382513661203
California,Plumas,2000,365,127,70,41,0.7671232876712328,0.21095890410958903,0.021917808219178082,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.09863013698630137,0.06575342465753424,0.2328767123287671
California,Riverside,2000,366,222,172,103,0.14207650273224043,0.34153005464480873,0.27595628415300544,0.20765027322404372,0.03278688524590164,0.0,0.00273224043715847,0.11475409836065574,0.5081967213114754,0.33879781420765026,0.03551912568306011,0.8579234972677595
California,Sacramento,2000,366,203,143,55,0.453551912568306,0.34972677595628415,0.11475409836065574,0.07923497267759563,0.00273224043715847,0.0,0.02185792349726776,0.05737704918032787,0.5846994535519126,0.33060109289617484,0.00546448087431694,0.546448087431694
California,San Benito,2000,364,147,87,40,0.7582417582417582,0.1813186813186813,0.06043956043956044,0.0,0.0,0.0,0.0,0.0,0.989010989010989,0.008241758241758242,0.0027472527472527475,0.24175824175824176
California,San Bernardino,2000,366,246,179,95,0.13387978142076504,0.4098360655737705,0.20491803278688525,0.20218579234972678,0.04918032786885246,0.0,0.0,0.2568306010928962,0.5683060109289617,0.1557377049180328,0.01912568306010929,0.8661202185792349
California,San Diego,2000,366,201,133,74,0.1994535519125683,0.5355191256830601,0.22131147540983606,0.040983606557377046,0.00273224043715847,0.0,0.0,0.13387978142076504,0.5655737704918032,0.3005464480874317,0.0,0.8005464480874317
California,San Francisco,2000,366,132,66,36,0.7568306010928961,0.226775956284153,0.01639344262295082,0.0,0.0,0.0,0.0,0.34153005464480873,0.29508196721311475,0.3633879781420765,0.0,0.24316939890710382
California,San Joaquin,2000,366,172,97,45,0.6229508196721312,0.28415300546448086,0.07377049180327869,0.01912568306010929,0.0,0.0,0.030054644808743168,0.25956284153005466,0.5273224043715847,0.16120218579234974,0.02185792349726776,0.3770491803278688
California,San Luis Obispo,2000,366,143,77,41,0.7704918032786885,0.21584699453551912,0.01366120218579235,0.0,0.0,0.0,0.0,0.14207650273224043,0.7759562841530054,0.04918032786885246,0.03278688524590164,0.22950819672131148
California,San Mateo,2000,366,129,48,33,0.912568306010929,0.07377049180327869,0.01366120218579235,0.0,0.0,0.0,0.01366120218579235,0.4918032786885246,0.3251366120218579,0.16393442622950818,0.00546448087431694,0.08743169398907104
California,Santa Barbara,2000,366,154,101,48,0.5765027322404371,0.319672131147541,0.09836065573770492,0.00546448087431694,0.0,0.0,0.0,0.07377049180327869,0.8579234972677595,0.05737704918032787,0.01092896174863388,0.42349726775956287
California,Santa Clara,2000,366,190,97,44,0.6229508196721312,0.28415300546448086,0.07103825136612021,0.02185792349726776,0.0,0.0,0.0,0.2459016393442623,0.3360655737704918,0.4180327868852459,0.0,0.3770491803278688
California,Santa Cruz,2000,366,126,46,36,0.9344262295081968,0.06284153005464481,0.00273224043715847,0.0,0.0,0.0,0.0,0.02459016393442623,0.9016393442622951,0.060109289617486336,0.01366120218579235,0.06557377049180328
California,Shasta,2000,366,154,93,44,0.6693989071038251,0.25956284153005466,0.06830601092896176,0.00273224043715847,0.0,0.0,0.0,0.0,0.9672131147540983,0.03278688524590164,0.0,0.33060109289617484
California,Sierra,2000,29,36,30,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
California,Siskiyou,2000,310,101,49,36,0.9419354838709677,0.054838709677419356,0.0032258064516129032,0.0,0.0,0.0,0.0,0.0,0.8612903225806452,0.06774193548387097,0.07096774193548387,0.05806451612903226
California,Solano,2000,366,153,67,37,0.7923497267759563,0.17759562841530055,0.02459016393442623,0.00546448087431694,0.0,0.0,0.04918032786885246,0.16939890710382513,0.6420765027322405,0.13934426229508196,0.0,0.20765027322404372
California,Sonoma,2000,366,122,54,37,0.8852459016393442,0.09562841530054644,0.01912568306010929,0.0,0.0,0.0,0.0,0.15846994535519127,0.7185792349726776,0.11748633879781421,0.00546448087431694,0.11475409836065574
California,Stanislaus,2000,366,202,122,49,0.5355191256830601,0.30327868852459017,0.11475409836065574,0.04371584699453552,0.00273224043715847,0.0,0.02459016393442623,0.20218579234972678,0.5683060109289617,0.1721311475409836,0.03278688524590164,0.4644808743169399
California,Sutter,2000,366,166,100,43,0.6584699453551912,0.2540983606557377,0.07650273224043716,0.01092896174863388,0.0,0.0,0.05191256830601093,0.1284153005464481,0.726775956284153,0.06284153005464481,0.030054644808743168,0.34153005464480873
California,Tehama,2000,320,156,101,40,0.68125,0.21875,0.09375,0.00625,0.0,0.0,0.0,0.0,0.953125,0.0,0.046875,0.31875
California,Trinity,2000,81,46,28,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2716049382716049,0.7283950617283951,0.0
California,Tulare,2000,366,203,177,85,0.3469945355191257,0.21584699453551912,0.20491803278688525,0.22131147540983606,0.01092896174863388,0.0,0.00546448087431694,0.09836065573770492,0.7349726775956285,0.15300546448087432,0.00819672131147541,0.6530054644808743
California,Tuolumne,2000,363,197,133,49,0.5068870523415978,0.2699724517906336,0.16804407713498623,0.05509641873278237,0.0,0.0,0.01652892561983471,0.0,0.9834710743801653,0.0,0.0,0.4931129476584022
California,Ventura,2000,366,203,143,59,0.4016393442622951,0.36885245901639346,0.15846994535519127,0.06830601092896176,0.00273224043715847,0.0,0.0,0.14754098360655737,0.7377049180327869,0.11202185792349727,0.00273224043715847,0.5983606557377049
California,Yolo,2000,366,159,84,40,0.7459016393442623,0.19398907103825136,0.0546448087431694,0.00546448087431694,0.0,0.0,0.00273224043715847,0.1448087431693989,0.7486338797814208,0.09562841530054644,0.00819672131147541,0.2540983606557377
Colorado,Adams,2000,366,114,67,48,0.5601092896174863,0.4262295081967213,0.01366120218579235,0.0,0.0,0.0,0.0,0.2896174863387978,0.29508196721311475,0.11202185792349727,0.30327868852459017,0.43989071038251365
Colorado,Alamosa,2000,282,142,39,19,0.9539007092198581,0.03900709219858156,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0,0.0,0.17375886524822695,0.8262411347517731,0.04609929078014184
Colorado,Arapahoe,2000,362,151,87,43,0.6933701657458563,0.2596685082872928,0.04419889502762431,0.0027624309392265192,0.0,0.0,0.0,0.0,0.8867403314917127,0.1132596685082873,0.0,0.30662983425414364
Colorado,Archuleta,2000,353,106,44,23,0.9405099150141643,0.056657223796033995,0.0028328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.0679886685552408,0.9320113314447592,0.059490084985835696
Colorado,Boulder,2000,366,126,69,42,0.7486338797814208,0.23770491803278687,0.01366120218579235,0.0,0.0,0.0,0.10655737704918032,0.0,0.7076502732240437,0.15027322404371585,0.03551912568306011,0.25136612021857924
Colorado,Delta,2000,66,73,58,25,0.8484848484848485,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.5909090909090909,0.15151515151515152
Colorado,Denver,2000,366,126,82,49,0.5327868852459017,0.45081967213114754,0.01639344262295082,0.0,0.0,0.0,0.0273224043715847,0.20218579234972678,0.37158469945355194,0.3633879781420765,0.03551912568306011,0.4672131147540984
Colorado,Douglas,2000,234,143,100,48,0.594017094017094,0.32051282051282054,0.08547008547008547,0.0,0.0,0.0,0.0,0.0,0.8589743589743589,0.07692307692307693,0.0641025641025641,0.405982905982906
Colorado,Eagle,2000,45,32,20,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Colorado,El Paso,2000,366,140,93,50,0.5109289617486339,0.42349726775956287,0.06557377049180328,0.0,0.0,0.0,0.040983606557377046,0.4016393442622951,0.45081967213114754,0.060109289617486336,0.04644808743169399,0.4890710382513661
Colorado,Elbert,2000,113,51,30,15,0.9911504424778761,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008849557522123894
Colorado,Fremont,2000,60,90,20,15,0.9833333333333333,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016666666666666666
Colorado,Garfield,2000,95,50,34,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Colorado,Gunnison,2000,365,122,77,49,0.5506849315068493,0.4301369863013699,0.019178082191780823,0.0,0.0,0.0,0.0,0.0,0.9178082191780822,0.0136986301369863,0.0684931506849315,0.44931506849315067
Colorado,Jackson,2000,65,48,19,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Colorado,Jefferson,2000,366,159,101,44,0.680327868852459,0.21311475409836064,0.10382513661202186,0.00273224043715847,0.0,0.0,0.00546448087431694,0.20491803278688525,0.7896174863387978,0.0,0.0,0.319672131147541
Colorado,La Plata,2000,366,90,59,42,0.7786885245901639,0.22131147540983606,0.0,0.0,0.0,0.0,0.0,0.07377049180327869,0.6994535519125683,0.01366120218579235,0.21311475409836064,0.22131147540983606
Colorado,Larimer,2000,366,159,90,47,0.5765027322404371,0.3633879781420765,0.0546448087431694,0.00546448087431694,0.0,0.0,0.00546448087431694,0.0,0.9344262295081968,0.05737704918032787,0.00273224043715847,0.42349726775956287
Colorado,Mesa,2000,366,83,43,24,0.9426229508196722,0.05737704918032787,0.0,0.0,0.0,0.0,0.6857923497267759,0.0,0.0,0.18579234972677597,0.1284153005464481,0.05737704918032787
Colorado,Montezuma,2000,348,140,80,45,0.617816091954023,0.3563218390804598,0.02586206896551724,0.0,0.0,0.0,0.0,0.0,0.9741379310344828,0.02586206896551724,0.0,0.382183908045977
